Numero de reglas,C,Penalty,Solver,Iteraciones,Accuracy,Precision,Recall,F1 Score,Media,Tiempo
3,0.1,l2,saga,5000,0.95445,0.9120992761116856,0.5163934426229508,0.6594392523364486,0.7605954927677712,0.3542306423187256
3,0.5,l2,saga,5000,0.9563,0.8971428571428571,0.5515222482435597,0.6831036983321247,0.7720172009296353,0.8120224475860596
3,1.0,l2,saga,5000,0.956,0.8898305084745762,0.5532786885245902,0.6823104693140795,0.7703549165783115,0.8577508926391602
3,0.01,l2,saga,5000,0.83345,0.32239001969796455,0.8624121779859485,0.46933248367054325,0.6218961703386141,0.7298705577850342
3,0.1,l2,saga,5000,0.83215,0.320096006982326,0.8588992974238876,0.4663805436337625,0.619381462009994,0.6500577926635742
3,0.5,l2,saga,5000,0.83145,0.31864776444929116,0.8553864168618267,0.46432544096615286,0.6174524055693177,1.8510868549346924
3,1.0,l2,saga,5000,0.83165,0.3190050185468034,0.8559718969555035,0.46479097122873947,0.6178544716827615,2.045118808746338
3,0.01,l2,saga,5000,0.95625,0.9031945788964182,0.5462529274004684,0.6807734403502371,0.7716177366617809,0.7624034881591797
3,0.1,l2,saga,5000,0.9563,0.8868274582560297,0.5597189695550351,0.6862885857860732,0.7722837533992846,0.9142627716064453
3,0.5,l2,saga,5000,0.95635,0.8855032317636196,0.5614754098360656,0.6872088857040487,0.7726343818259335,1.0633108615875244
3,1.0,l2,saga,5000,0.9564,0.8856088560885609,0.5620608899297423,0.6876790830945558,0.7729372072782147,1.2712361812591553
3,0.01,l2,saga,5000,0.8309,0.3189878892733564,0.8635831381733021,0.4658875552747947,0.6198396456803632,1.1300699710845947
3,0.1,l2,saga,5000,0.83085,0.3188405797101449,0.8629976580796253,0.46564523771915967,0.6195833688772324,1.7293193340301514
3,0.5,l2,saga,5000,0.83085,0.318762172689894,0.8624121779859485,0.46547637857481433,0.6193751823126642,2.082914113998413
3,1.0,l2,saga,5000,0.8309,0.31883116883116885,0.8624121779859485,0.46554993678887485,0.619423320901498,0.7057886123657227
3,0.01,l2,saga,5000,0.8316,0.31948673336233147,0.8600702576112412,0.46590548683793215,0.6192656194528762,0.6607663631439209
3,0.1,l2,saga,5000,0.831,0.31873373807458805,0.860655737704918,0.4651898734177215,0.6188948372993068,0.887610673904419
3,0.5,l2,saga,5000,0.8308,0.31853616284105674,0.8612412177985949,0.46506481188744864,0.6189105481317752,3.9394168853759766
3,1.0,l2,saga,5000,0.8308,0.31853616284105674,0.8612412177985949,0.46506481188744864,0.6189105481317752,4.380748748779297
3,0.01,l2,saga,5000,0.94775,0.9559834938101788,0.4069086651053864,0.5708418891170431,0.7203710120081521,0.357316255569458
3,0.1,l2,saga,5000,0.95775,0.9051643192488263,0.5644028103044496,0.6952758745041472,0.7806482510143558,0.34963464736938477
3,0.5,l2,saga,5000,0.9586,0.8852889667250438,0.59192037470726,0.7094736842105264,0.7863207564107075,0.6827235221862793
3,1.0,l2,saga,5000,0.9591,0.8823024054982818,0.6012880562060889,0.7151810584958217,0.7894678800500481,1.252091646194458
3,0.01,l2,saga,5000,0.9585,0.8745733788395904,0.6001170960187353,0.7118055555555556,0.7862490076034703,0.9366354942321777
3,0.1,l2,saga,5000,0.9589,0.8631147540983607,0.6165105386416861,0.7192622950819673,0.7894468969555035,1.3532061576843262
3,0.5,l2,saga,5000,0.959,0.8633387888707038,0.6176814988290398,0.7201365187713311,0.7900392016177686,1.3047411441802979
3,1.0,l2,saga,5000,0.95905,0.8634505314799673,0.6182669789227166,0.7205731832139202,0.790335173404151,1.8056163787841797
3,0.01,l2,saga,5000,0.9585,0.8745733788395904,0.6001170960187353,0.7118055555555556,0.7862490076034703,1.399834156036377
3,0.1,l2,saga,5000,0.9589,0.8631147540983607,0.6165105386416861,0.7192622950819673,0.7894468969555035,1.242818832397461
3,0.5,l2,saga,5000,0.959,0.8633387888707038,0.6176814988290398,0.7201365187713311,0.7900392016177686,1.203120470046997
3,1.0,l2,saga,5000,0.95905,0.8634505314799673,0.6182669789227166,0.7205731832139202,0.790335173404151,1.2552990913391113
3,0.01,l2,saga,5000,0.88885,0.42703315386795127,0.8823185011709602,0.5755203360702692,0.6934304977772952,0.7463281154632568
3,0.1,l2,saga,5000,0.8888,0.42691218130311614,0.8823185011709602,0.5754104620084002,0.6933602861206192,2.3649685382843018
3,0.5,l2,saga,5000,0.88865,0.4265496744975941,0.8823185011709602,0.575081091394772,0.6931498167658317,1.00600004196167
3,1.0,l2,saga,5000,0.8886,0.4264289756649689,0.8823185011709602,0.5749713849675696,0.6930797154508747,2.632263660430908
3,0.01,l2,saga,5000,0.9585,0.8745733788395904,0.6001170960187353,0.7118055555555556,0.7862490076034703,1.154489517211914
3,0.1,l2,saga,5000,0.9589,0.8631147540983607,0.6165105386416861,0.7192622950819673,0.7894468969555035,1.1608071327209473
3,0.5,l2,saga,5000,0.959,0.8633387888707038,0.6176814988290398,0.7201365187713311,0.7900392016177686,1.2806541919708252
3,1.0,l2,saga,5000,0.95905,0.8634505314799673,0.6182669789227166,0.7205731832139202,0.790335173404151,1.3603310585021973
3,0.01,l2,saga,5000,0.94735,0.9542302357836339,0.4028103044496487,0.5664882667764513,0.7177197017524335,0.35381269454956055
3,0.1,l2,saga,5000,0.95635,0.8883720930232558,0.5591334894613583,0.6863097376931369,0.7725413300444377,0.3614814281463623
3,0.5,l2,saga,5000,0.9573,0.871304347826087,0.5866510538641686,0.7011896431070679,0.7791112611993308,0.6102695465087891
3,1.0,l2,saga,5000,0.9574,0.8683304647160068,0.5907494145199064,0.7031358885017421,0.7799039419344138,1.0352075099945068
3,0.01,l2,saga,5000,0.8933,0.43731606827545616,0.870023419203747,0.582060321190756,0.6956749521674899,0.6945075988769531
3,0.1,l2,saga,5000,0.89655,0.4461676110945422,0.8758782201405152,0.5911875123493381,0.7024458358960989,0.7578675746917725
3,0.5,l2,saga,5000,0.89625,0.44527288994929914,0.8741217798594848,0.5900019758940921,0.701411661425719,1.5065419673919678
3,1.0,l2,saga,5000,0.8961,0.44487485101311086,0.8741217798594848,0.589652448657188,0.7011872698824458,3.091027021408081
3,0.01,l2,saga,5000,0.9585,0.8745733788395904,0.6001170960187353,0.7118055555555556,0.7862490076034703,0.9615869522094727
3,0.1,l2,saga,5000,0.9589,0.8631147540983607,0.6165105386416861,0.7192622950819673,0.7894468969555035,1.3470349311828613
3,0.5,l2,saga,5000,0.95905,0.8634505314799673,0.6182669789227166,0.7205731832139202,0.790335173404151,1.3104801177978516
3,1.0,l2,saga,5000,0.95905,0.8634505314799673,0.6182669789227166,0.7205731832139202,0.790335173404151,1.4753949642181396
3,0.01,l2,saga,5000,0.88885,0.42703315386795127,0.8823185011709602,0.5755203360702692,0.6934304977772952,1.2995424270629883
3,0.1,l2,saga,5000,0.8888,0.42691218130311614,0.8823185011709602,0.5754104620084002,0.6933602861206192,1.7752599716186523
3,0.5,l2,saga,5000,0.88865,0.4265496744975941,0.8823185011709602,0.575081091394772,0.6931498167658317,2.3350656032562256
3,1.0,l2,saga,5000,0.8886,0.4264289756649689,0.8823185011709602,0.5749713849675696,0.6930797154508747,3.4989826679229736
3,0.01,l2,saga,5000,0.88885,0.42703315386795127,0.8823185011709602,0.5755203360702692,0.6934304977772952,0.7662432193756104
3,0.1,l2,saga,5000,0.8888,0.42691218130311614,0.8823185011709602,0.5754104620084002,0.6933602861206192,1.7091717720031738
3,0.5,l2,saga,5000,0.88865,0.4265496744975941,0.8823185011709602,0.575081091394772,0.6931498167658317,2.213264226913452
3,1.0,l2,saga,5000,0.88865,0.4265496744975941,0.8823185011709602,0.575081091394772,0.6931498167658317,0.6385767459869385
3,0.01,l2,saga,5000,0.9585,0.8745733788395904,0.6001170960187353,0.7118055555555556,0.7862490076034703,1.050999641418457
